id_Producto1,Nombre_producto_1,id_Producto2,Nombre_producto_2,Cantidad_de_repeticiones
43768,Organic Bell Pepper,21019,Roasted Red Pepper Hummus,10
1940,Organic 2% Reduced Fat Milk,18523,Total 2% All Natural Greek Strained Yogurt with Honey,10
42342,Roasted Turkey Breast,41290,Lemonade,10
36695,Organic Hothouse Cucumbers,38383,Organic White Onions,10
36695,Organic Hothouse Cucumbers,18523,Total 2% All Natural Greek Strained Yogurt with Honey,10
32864,Organic Baby Rainbow Carrots,26620,Peach Pear Flavored Sparkling Water,10
32864,Organic Baby Rainbow Carrots,40310,Oven Roasted Turkey Breast,10
32864,Organic Baby Rainbow Carrots,30776,Organic Raw Kombucha Gingerade,10
32864,Organic Baby Rainbow Carrots,38383,Organic White Onions,10
40310,Oven Roasted Turkey Breast,48205,Spinach,10
40310,Oven Roasted Turkey Breast,3952,Organic Broccoli Crowns,10
48205,Spinach,44987,Heavy Whipping Cream,10
48205,Spinach,15937,Shallot,10
46654,Organic Grade A Large Brown Eggs,35939,Organic Jalapeno Pepper,10
46654,Organic Grade A Large Brown Eggs,31683,Original No Pulp 100% Florida Orange Juice,10
46654,Organic Grade A Large Brown Eggs,21019,Roasted Red Pepper Hummus,10
30776,Organic Raw Kombucha Gingerade,13629,Organic Snipped Green Beans,10
30450,Creamy Almond Butter,35939,Organic Jalapeno Pepper,10
30450,Creamy Almond Butter,32478,Reduced Fat 2% Milk,10
47672,Uncured Hickory Smoked Sunday Bacon,18523,Total 2% All Natural Greek Strained Yogurt with Honey,10
18523,Total 2% All Natural Greek Strained Yogurt with Honey,41290,Lemonade,10
18523,Total 2% All Natural Greek Strained Yogurt with Honey,13629,Organic Snipped Green Beans,10
30391,Organic Cucumber,49683,Cucumber Kirby,9
22935,Organic Yellow Onion,32478,Reduced Fat 2% Milk,9
4605,Yellow Onions,32478,Reduced Fat 2% Milk,9
42265,Organic Baby Carrots,48205,Spinach,9
5876,Organic Lemon,32478,Reduced Fat 2% Milk,9
8424,Broccoli Crown,32478,Reduced Fat 2% Milk,9
24184,Red Peppers,23288,Distilled Water,9
30489,Original Hummus,1940,Organic 2% Reduced Fat Milk,9
27104,Fresh Cauliflower,23288,Distilled Water,9
28985,Michigan Organic Kale,1940,Organic 2% Reduced Fat Milk,9
49683,Cucumber Kirby,32478,Reduced Fat 2% Milk,9
34126,Organic Italian Parsley Bunch,21019,Roasted Red Pepper Hummus,9
5077,100% Whole Wheat Bread,25659,Organic Coconut Milk,9
12341,Hass Avocados,14992,Green Beans,9
19660,Spring Water,4210,Whole Milk,9
24838,Unsweetened Almondmilk,31683,Original No Pulp 100% Florida Orange Juice,9
46667,Organic Ginger Root,21019,Roasted Red Pepper Hummus,9
22035,Organic Whole String Cheese,43772,Cherubs Heavenly Salad Tomatoes,9
22035,Organic Whole String Cheese,44987,Heavy Whipping Cream,9
35221,Lime Sparkling Water,8859,Natural Spring Water,9
35221,Lime Sparkling Water,48205,Spinach,9
34358,Garlic,40310,Oven Roasted Turkey Breast,9
34358,Garlic,30776,Organic Raw Kombucha Gingerade,9
34358,Garlic,41290,Lemonade,9
11520,Large Alfresco Eggs,1940,Organic 2% Reduced Fat Milk,9
11520,Large Alfresco Eggs,31683,Original No Pulp 100% Florida Orange Juice,9
33198,Sparkling Natural Mineral Water,43122,Organic Bartlett Pear,9
27344,Uncured Genoa Salami,46654,Organic Grade A Large Brown Eggs,9
33731,Grated Parmesan,31683,Original No Pulp 100% Florida Orange Juice,9
33000,Pure Irish Butter,31683,Original No Pulp 100% Florida Orange Juice,9
33000,Pure Irish Butter,13629,Organic Snipped Green Beans,9
33000,Pure Irish Butter,32478,Reduced Fat 2% Milk,9
40604,Feta Cheese Crumbles,4210,Whole Milk,9
40604,Feta Cheese Crumbles,48205,Spinach,9
40604,Feta Cheese Crumbles,30776,Organic Raw Kombucha Gingerade,9
42736,Unsalted Butter,14947,Pure Sparkling Water,9
42736,Unsalted Butter,32864,Organic Baby Rainbow Carrots,9
42736,Unsalted Butter,21019,Roasted Red Pepper Hummus,9
6184,Clementines,43772,Cherubs Heavenly Salad Tomatoes,9
4210,Whole Milk,17948,Frozen Organic Wild Blueberries,9
4210,Whole Milk,42701,Organic Sour Cream,9
4210,Whole Milk,44910,Organic Spring Mix Salad,9
4799,Shredded Parmesan,43772,Cherubs Heavenly Salad Tomatoes,9
3957,100% Raw Coconut Water,23288,Distilled Water,9
16185,Sharp Cheddar Cheese,6046,Boneless Skinless Chicken Breast,9
16185,Sharp Cheddar Cheese,32864,Organic Baby Rainbow Carrots,9
16185,Sharp Cheddar Cheese,26620,Peach Pear Flavored Sparkling Water,9
16185,Sharp Cheddar Cheese,31683,Original No Pulp 100% Florida Orange Juice,9
28849,No Salt Added Black Beans,44987,Heavy Whipping Cream,9
28849,No Salt Added Black Beans,30776,Organic Raw Kombucha Gingerade,9
19348,Fat Free Milk,42828,Whipped Cream Cheese,9
19348,Fat Free Milk,38383,Organic White Onions,9
19348,Fat Free Milk,15937,Shallot,9
41787,Bartlett Pears,1940,Organic 2% Reduced Fat Milk,9
41787,Bartlett Pears,38383,Organic White Onions,9
14992,Green Beans,1940,Organic 2% Reduced Fat Milk,9
14992,Green Beans,44987,Heavy Whipping Cream,9
14992,Green Beans,30450,Creamy Almond Butter,9
24830,Organic Romaine,1940,Organic 2% Reduced Fat Milk,9
24830,Organic Romaine,30776,Organic Raw Kombucha Gingerade,9
24830,Organic Romaine,15937,Shallot,9
44683,Brussels Sprouts,43772,Cherubs Heavenly Salad Tomatoes,9
44683,Brussels Sprouts,39475,Total Greek Strained Yogurt,9
44683,Brussels Sprouts,8859,Natural Spring Water,9
44683,Brussels Sprouts,40310,Oven Roasted Turkey Breast,9
11182,Baby Spinach,40310,Oven Roasted Turkey Breast,9
11182,Baby Spinach,44987,Heavy Whipping Cream,9
11182,Baby Spinach,30450,Creamy Almond Butter,9
11182,Baby Spinach,13629,Organic Snipped Green Beans,9
42768,Organic Garbanzo Beans,23288,Distilled Water,9
5479,Italian Sparkling Mineral Water,23734,Sour Cream,9
5479,Italian Sparkling Mineral Water,44987,Heavy Whipping Cream,9
5479,Italian Sparkling Mineral Water,38383,Organic White Onions,9
14947,Pure Sparkling Water,13870,Lightly Salted Baked Snap Pea Crisps,9
14947,Pure Sparkling Water,44987,Heavy Whipping Cream,9
14947,Pure Sparkling Water,31683,Original No Pulp 100% Florida Orange Juice,9
21288,Blackberries,1940,Organic 2% Reduced Fat Milk,9
21288,Blackberries,48205,Spinach,9
21288,Blackberries,18523,Total 2% All Natural Greek Strained Yogurt with Honey,9
46802,Pineapple Chunks,21019,Roasted Red Pepper Hummus,9
46802,Pineapple Chunks,44910,Organic Spring Mix Salad,9
17948,Frozen Organic Wild Blueberries,6046,Boneless Skinless Chicken Breast,9
17948,Frozen Organic Wild Blueberries,18523,Total 2% All Natural Greek Strained Yogurt with Honey,9
17948,Frozen Organic Wild Blueberries,23288,Distilled Water,9
17948,Frozen Organic Wild Blueberries,15937,Shallot,9
10246,Organic Celery Hearts,13870,Lightly Salted Baked Snap Pea Crisps,9
10246,Organic Celery Hearts,26620,Peach Pear Flavored Sparkling Water,9
42701,Organic Sour Cream,41290,Lemonade,9
43772,Cherubs Heavenly Salad Tomatoes,42342,Roasted Turkey Breast,9
43772,Cherubs Heavenly Salad Tomatoes,32864,Organic Baby Rainbow Carrots,9
43772,Cherubs Heavenly Salad Tomatoes,44987,Heavy Whipping Cream,9
23734,Sour Cream,8859,Natural Spring Water,9
13870,Lightly Salted Baked Snap Pea Crisps,39475,Total Greek Strained Yogurt,9
13870,Lightly Salted Baked Snap Pea Crisps,47672,Uncured Hickory Smoked Sunday Bacon,9
13870,Lightly Salted Baked Snap Pea Crisps,41290,Lemonade,9
13870,Lightly Salted Baked Snap Pea Crisps,4562,English Seedless Cucumber,9
39475,Total Greek Strained Yogurt,46654,Organic Grade A Large Brown Eggs,9
8859,Natural Spring Water,1940,Organic 2% Reduced Fat Milk,9
8859,Natural Spring Water,4562,English Seedless Cucumber,9
43768,Organic Bell Pepper,47672,Uncured Hickory Smoked Sunday Bacon,9
1940,Organic 2% Reduced Fat Milk,36695,Organic Hothouse Cucumbers,9
1940,Organic 2% Reduced Fat Milk,44987,Heavy Whipping Cream,9
36695,Organic Hothouse Cucumbers,40310,Oven Roasted Turkey Breast,9
32864,Organic Baby Rainbow Carrots,44987,Heavy Whipping Cream,9
32864,Organic Baby Rainbow Carrots,46654,Organic Grade A Large Brown Eggs,9
26620,Peach Pear Flavored Sparkling Water,48205,Spinach,9
26620,Peach Pear Flavored Sparkling Water,38383,Organic White Onions,9
26620,Peach Pear Flavored Sparkling Water,3952,Organic Broccoli Crowns,9
26620,Peach Pear Flavored Sparkling Water,4562,English Seedless Cucumber,9
48205,Spinach,38456,Large Grapefruit,9
44987,Heavy Whipping Cream,47672,Uncured Hickory Smoked Sunday Bacon,9
44987,Heavy Whipping Cream,18523,Total 2% All Natural Greek Strained Yogurt with Honey,9
30776,Organic Raw Kombucha Gingerade,18523,Total 2% All Natural Greek Strained Yogurt with Honey,9
30450,Creamy Almond Butter,23288,Distilled Water,9
35939,Organic Jalapeno Pepper,21019,Roasted Red Pepper Hummus,9
38456,Large Grapefruit,47672,Uncured Hickory Smoked Sunday Bacon,9
38456,Large Grapefruit,3952,Organic Broccoli Crowns,9
890,Organic Diced Tomatoes,3952,Organic Broccoli Crowns,9
890,Organic Diced Tomatoes,32478,Reduced Fat 2% Milk,9
31683,Original No Pulp 100% Florida Orange Juice,23288,Distilled Water,9
30391,Organic Cucumber,4562,English Seedless Cucumber,8
24964,Organic Garlic,34358,Garlic,8
8518,Organic Red Onion,32478,Reduced Fat 2% Milk,8
19057,Organic Large Extra Fancy Fuji Apple,48205,Spinach,8
17794,Carrots,21288,Blackberries,8
17794,Carrots,41290,Lemonade,8
5077,100% Whole Wheat Bread,6184,Clementines,8
5077,100% Whole Wheat Bread,35939,Organic Jalapeno Pepper,8
5077,100% Whole Wheat Bread,32478,Reduced Fat 2% Milk,8
12341,Hass Avocados,33198,Sparkling Natural Mineral Water,8
12341,Hass Avocados,14947,Pure Sparkling Water,8
12341,Hass Avocados,15937,Shallot,8
34969,Red Vine Tomato,6184,Clementines,8
34969,Red Vine Tomato,26620,Peach Pear Flavored Sparkling Water,8
19660,Spring Water,48205,Spinach,8
19660,Spring Water,4562,English Seedless Cucumber,8
24838,Unsweetened Almondmilk,47144,Unsweetened Original Almond Breeze Almond Milk,8
24838,Unsweetened Almondmilk,23734,Sour Cream,8
24838,Unsweetened Almondmilk,41290,Lemonade,8
46667,Organic Ginger Root,19348,Fat Free Milk,8
46667,Organic Ginger Root,48205,Spinach,8
46667,Organic Ginger Root,31683,Original No Pulp 100% Florida Orange Juice,8
22035,Organic Whole String Cheese,8859,Natural Spring Water,8
35221,Lime Sparkling Water,23288,Distilled Water,8
35221,Lime Sparkling Water,44910,Organic Spring Mix Salad,8
35221,Lime Sparkling Water,4562,English Seedless Cucumber,8
34358,Garlic,8859,Natural Spring Water,8
34358,Garlic,32478,Reduced Fat 2% Milk,8
11520,Large Alfresco Eggs,48205,Spinach,8
33198,Sparkling Natural Mineral Water,14947,Pure Sparkling Water,8
33198,Sparkling Natural Mineral Water,38383,Organic White Onions,8
33198,Sparkling Natural Mineral Water,890,Organic Diced Tomatoes,8
33198,Sparkling Natural Mineral Water,44910,Organic Spring Mix Salad,8
33198,Sparkling Natural Mineral Water,4562,English Seedless Cucumber,8
27344,Uncured Genoa Salami,19348,Fat Free Milk,8
18465,Organic Grade A Free Range Large Brown Eggs,41290,Lemonade,8
27521,Organic Lacinato (Dinosaur) Kale,8859,Natural Spring Water,8
27521,Organic Lacinato (Dinosaur) Kale,18523,Total 2% All Natural Greek Strained Yogurt with Honey,8
33731,Grated Parmesan,8859,Natural Spring Water,8
33000,Pure Irish Butter,40310,Oven Roasted Turkey Breast,8
33000,Pure Irish Butter,21019,Roasted Red Pepper Hummus,8
47144,Unsweetened Original Almond Breeze Almond Milk,260,Cantaloupe,8
47144,Unsweetened Original Almond Breeze Almond Milk,23734,Sour Cream,8
47144,Unsweetened Original Almond Breeze Almond Milk,42342,Roasted Turkey Breast,8
47144,Unsweetened Original Almond Breeze Almond Milk,36695,Organic Hothouse Cucumbers,8
40604,Feta Cheese Crumbles,31683,Original No Pulp 100% Florida Orange Juice,8
40604,Feta Cheese Crumbles,41290,Lemonade,8
42736,Unsalted Butter,48205,Spinach,8
4210,Whole Milk,5479,Italian Sparkling Mineral Water,8
4210,Whole Milk,46802,Pineapple Chunks,8
4210,Whole Milk,10246,Organic Celery Hearts,8
4210,Whole Milk,43768,Organic Bell Pepper,8
4210,Whole Milk,32864,Organic Baby Rainbow Carrots,8
4210,Whole Milk,26620,Peach Pear Flavored Sparkling Water,8
4210,Whole Milk,21019,Roasted Red Pepper Hummus,8
4799,Shredded Parmesan,30776,Organic Raw Kombucha Gingerade,8
16185,Sharp Cheddar Cheese,41290,Lemonade,8
28849,No Salt Added Black Beans,21288,Blackberries,8
28849,No Salt Added Black Beans,40310,Oven Roasted Turkey Breast,8
19348,Fat Free Milk,38456,Large Grapefruit,8
19348,Fat Free Milk,4562,English Seedless Cucumber,8
260,Cantaloupe,48205,Spinach,8
260,Cantaloupe,30776,Organic Raw Kombucha Gingerade,8
260,Cantaloupe,38383,Organic White Onions,8
260,Cantaloupe,890,Organic Diced Tomatoes,8
24489,Organic Whole Strawberries,6046,Boneless Skinless Chicken Breast,8
24489,Organic Whole Strawberries,18523,Total 2% All Natural Greek Strained Yogurt with Honey,8
24489,Organic Whole Strawberries,23288,Distilled Water,8
41787,Bartlett Pears,17948,Frozen Organic Wild Blueberries,8
41787,Bartlett Pears,6046,Boneless Skinless Chicken Breast,8
41787,Bartlett Pears,36695,Organic Hothouse Cucumbers,8
41787,Bartlett Pears,41290,Lemonade,8
14992,Green Beans,44910,Organic Spring Mix Salad,8
24830,Organic Romaine,13870,Lightly Salted Baked Snap Pea Crisps,8
24830,Organic Romaine,31683,Original No Pulp 100% Florida Orange Juice,8
44683,Brussels Sprouts,32655,Organic Large Grade AA Brown Eggs,8
44683,Brussels Sprouts,42342,Roasted Turkey Breast,8
44683,Brussels Sprouts,21019,Roasted Red Pepper Hummus,8
44683,Brussels Sprouts,44910,Organic Spring Mix Salad,8
11182,Baby Spinach,21288,Blackberries,8
11182,Baby Spinach,1940,Organic 2% Reduced Fat Milk,8
42768,Organic Garbanzo Beans,30776,Organic Raw Kombucha Gingerade,8
42768,Organic Garbanzo Beans,31683,Original No Pulp 100% Florida Orange Juice,8
5479,Italian Sparkling Mineral Water,26620,Peach Pear Flavored Sparkling Water,8
5479,Italian Sparkling Mineral Water,30776,Organic Raw Kombucha Gingerade,8
5479,Italian Sparkling Mineral Water,21019,Roasted Red Pepper Hummus,8
14947,Pure Sparkling Water,35939,Organic Jalapeno Pepper,8
42828,Whipped Cream Cheese,46654,Organic Grade A Large Brown Eggs,8
21288,Blackberries,10246,Organic Celery Hearts,8
46802,Pineapple Chunks,40310,Oven Roasted Turkey Breast,8
46802,Pineapple Chunks,48205,Spinach,8
46802,Pineapple Chunks,47672,Uncured Hickory Smoked Sunday Bacon,8
17948,Frozen Organic Wild Blueberries,26620,Peach Pear Flavored Sparkling Water,8
17948,Frozen Organic Wild Blueberries,21019,Roasted Red Pepper Hummus,8
32655,Organic Large Grade AA Brown Eggs,48205,Spinach,8
32655,Organic Large Grade AA Brown Eggs,21019,Roasted Red Pepper Hummus,8
42701,Organic Sour Cream,8859,Natural Spring Water,8
42701,Organic Sour Cream,18523,Total 2% All Natural Greek Strained Yogurt with Honey,8
25659,Organic Coconut Milk,31683,Original No Pulp 100% Florida Orange Juice,8
23734,Sour Cream,38456,Large Grapefruit,8
23734,Sour Cream,21019,Roasted Red Pepper Hummus,8
13870,Lightly Salted Baked Snap Pea Crisps,38456,Large Grapefruit,8
13870,Lightly Salted Baked Snap Pea Crisps,3952,Organic Broccoli Crowns,8
13870,Lightly Salted Baked Snap Pea Crisps,21019,Roasted Red Pepper Hummus,8
43122,Organic Bartlett Pear,8859,Natural Spring Water,8
43122,Organic Bartlett Pear,6046,Boneless Skinless Chicken Breast,8
43122,Organic Bartlett Pear,40310,Oven Roasted Turkey Breast,8
43122,Organic Bartlett Pear,18523,Total 2% All Natural Greek Strained Yogurt with Honey,8
43122,Organic Bartlett Pear,41290,Lemonade,8
39475,Total Greek Strained Yogurt,6046,Boneless Skinless Chicken Breast,8
39475,Total Greek Strained Yogurt,890,Organic Diced Tomatoes,8
8859,Natural Spring Water,6046,Boneless Skinless Chicken Breast,8
8859,Natural Spring Water,21019,Roasted Red Pepper Hummus,8
6046,Boneless Skinless Chicken Breast,42342,Roasted Turkey Breast,8
6046,Boneless Skinless Chicken Breast,26620,Peach Pear Flavored Sparkling Water,8
6046,Boneless Skinless Chicken Breast,46654,Organic Grade A Large Brown Eggs,8
6046,Boneless Skinless Chicken Breast,30450,Creamy Almond Butter,8
6046,Boneless Skinless Chicken Breast,18523,Total 2% All Natural Greek Strained Yogurt with Honey,8
43768,Organic Bell Pepper,30776,Organic Raw Kombucha Gingerade,8
43768,Organic Bell Pepper,44910,Organic Spring Mix Salad,8
1940,Organic 2% Reduced Fat Milk,21019,Roasted Red Pepper Hummus,8
1940,Organic 2% Reduced Fat Milk,4562,English Seedless Cucumber,8
42342,Roasted Turkey Breast,26620,Peach Pear Flavored Sparkling Water,8
42342,Roasted Turkey Breast,44987,Heavy Whipping Cream,8
42342,Roasted Turkey Breast,35939,Organic Jalapeno Pepper,8
36695,Organic Hothouse Cucumbers,44910,Organic Spring Mix Salad,8
36695,Organic Hothouse Cucumbers,4562,English Seedless Cucumber,8
32864,Organic Baby Rainbow Carrots,47672,Uncured Hickory Smoked Sunday Bacon,8
26620,Peach Pear Flavored Sparkling Water,13629,Organic Snipped Green Beans,8
40310,Oven Roasted Turkey Breast,4562,English Seedless Cucumber,8
48205,Spinach,31683,Original No Pulp 100% Florida Orange Juice,8
44987,Heavy Whipping Cream,890,Organic Diced Tomatoes,8
46654,Organic Grade A Large Brown Eggs,30450,Creamy Almond Butter,8
46654,Organic Grade A Large Brown Eggs,47672,Uncured Hickory Smoked Sunday Bacon,8
46654,Organic Grade A Large Brown Eggs,18523,Total 2% All Natural Greek Strained Yogurt with Honey,8
46654,Organic Grade A Large Brown Eggs,13629,Organic Snipped Green Beans,8
30776,Organic Raw Kombucha Gingerade,890,Organic Diced Tomatoes,8
30776,Organic Raw Kombucha Gingerade,47672,Uncured Hickory Smoked Sunday Bacon,8
30776,Organic Raw Kombucha Gingerade,21019,Roasted Red Pepper Hummus,8
30450,Creamy Almond Butter,38383,Organic White Onions,8
30450,Creamy Almond Butter,13629,Organic Snipped Green Beans,8
38383,Organic White Onions,18523,Total 2% All Natural Greek Strained Yogurt with Honey,8
38456,Large Grapefruit,18523,Total 2% All Natural Greek Strained Yogurt with Honey,8
38456,Large Grapefruit,21019,Roasted Red Pepper Hummus,8
890,Organic Diced Tomatoes,21019,Roasted Red Pepper Hummus,8
890,Organic Diced Tomatoes,4562,English Seedless Cucumber,8
47672,Uncured Hickory Smoked Sunday Bacon,21019,Roasted Red Pepper Hummus,8
47672,Uncured Hickory Smoked Sunday Bacon,13629,Organic Snipped Green Beans,8
3952,Organic Broccoli Crowns,15937,Shallot,8
47209,Organic Hass Avocado,12341,Hass Avocados,7
40706,Organic Grape Tomatoes,6184,Clementines,7
40706,Organic Grape Tomatoes,32478,Reduced Fat 2% Milk,7
19057,Organic Large Extra Fancy Fuji Apple,6184,Clementines,7
30489,Original Hummus,48205,Spinach,7
28985,Michigan Organic Kale,8859,Natural Spring Water,7
44359,Organic Small Bunch Celery,10246,Organic Celery Hearts,7
44359,Organic Small Bunch Celery,31683,Original No Pulp 100% Florida Orange Juice,7
17794,Carrots,6184,Clementines,7
49683,Cucumber Kirby,3952,Organic Broccoli Crowns,7
34126,Organic Italian Parsley Bunch,21288,Blackberries,7
37067,Organic Banana,21288,Blackberries,7
37067,Organic Banana,23288,Distilled Water,7
5077,100% Whole Wheat Bread,890,Organic Diced Tomatoes,7
12341,Hass Avocados,30776,Organic Raw Kombucha Gingerade,7
8277,Apple Honeycrisp Organic,21288,Blackberries,7
19660,Spring Water,31683,Original No Pulp 100% Florida Orange Juice,7
31506,Extra Virgin Olive Oil,32478,Reduced Fat 2% Milk,7
46667,Organic Ginger Root,21288,Blackberries,7
46667,Organic Ginger Root,41290,Lemonade,7
35221,Lime Sparkling Water,43772,Cherubs Heavenly Salad Tomatoes,7
20114,Jalapeno Peppers,23288,Distilled Water,7
33198,Sparkling Natural Mineral Water,6184,Clementines,7
33198,Sparkling Natural Mineral Water,23734,Sour Cream,7
33198,Sparkling Natural Mineral Water,30450,Creamy Almond Butter,7
27344,Uncured Genoa Salami,23288,Distilled Water,7
18465,Organic Grade A Free Range Large Brown Eggs,4210,Whole Milk,7
18465,Organic Grade A Free Range Large Brown Eggs,3952,Organic Broccoli Crowns,7
27521,Organic Lacinato (Dinosaur) Kale,43772,Cherubs Heavenly Salad Tomatoes,7
27521,Organic Lacinato (Dinosaur) Kale,1940,Organic 2% Reduced Fat Milk,7
33731,Grated Parmesan,1940,Organic 2% Reduced Fat Milk,7
46906,Grape White/Green Seedless,21288,Blackberries,7
46906,Grape White/Green Seedless,35939,Organic Jalapeno Pepper,7
33000,Pure Irish Butter,19348,Fat Free Milk,7
47144,Unsweetened Original Almond Breeze Almond Milk,6184,Clementines,7
47144,Unsweetened Original Almond Breeze Almond Milk,47672,Uncured Hickory Smoked Sunday Bacon,7
47144,Unsweetened Original Almond Breeze Almond Milk,23288,Distilled Water,7
47144,Unsweetened Original Almond Breeze Almond Milk,15937,Shallot,7
42736,Unsalted Butter,41290,Lemonade,7
6184,Clementines,46802,Pineapple Chunks,7
6184,Clementines,8859,Natural Spring Water,7
6184,Clementines,23288,Distilled Water,7
34243,Organic Baby Broccoli,4210,Whole Milk,7
34243,Organic Baby Broccoli,43772,Cherubs Heavenly Salad Tomatoes,7
34243,Organic Baby Broccoli,8859,Natural Spring Water,7
34243,Organic Baby Broccoli,48205,Spinach,7
4210,Whole Milk,24830,Organic Romaine,7
4210,Whole Milk,42828,Whipped Cream Cheese,7
4210,Whole Milk,21288,Blackberries,7
4210,Whole Milk,38456,Large Grapefruit,7
4799,Shredded Parmesan,1940,Organic 2% Reduced Fat Milk,7
4799,Shredded Parmesan,18523,Total 2% All Natural Greek Strained Yogurt with Honey,7
3957,100% Raw Coconut Water,19348,Fat Free Milk,7
3957,100% Raw Coconut Water,21288,Blackberries,7
3957,100% Raw Coconut Water,21019,Roasted Red Pepper Hummus,7
3957,100% Raw Coconut Water,41290,Lemonade,7
19348,Fat Free Milk,11182,Baby Spinach,7
19348,Fat Free Milk,39475,Total Greek Strained Yogurt,7
24489,Organic Whole Strawberries,40310,Oven Roasted Turkey Breast,7
41787,Bartlett Pears,32655,Organic Large Grade AA Brown Eggs,7
41787,Bartlett Pears,44987,Heavy Whipping Cream,7
41787,Bartlett Pears,32478,Reduced Fat 2% Milk,7
14992,Green Beans,8859,Natural Spring Water,7
14992,Green Beans,30776,Organic Raw Kombucha Gingerade,7
14992,Green Beans,21019,Roasted Red Pepper Hummus,7
24830,Organic Romaine,26620,Peach Pear Flavored Sparkling Water,7
44683,Brussels Sprouts,42701,Organic Sour Cream,7
44683,Brussels Sprouts,32478,Reduced Fat 2% Milk,7
11182,Baby Spinach,13870,Lightly Salted Baked Snap Pea Crisps,7
11182,Baby Spinach,8859,Natural Spring Water,7
11182,Baby Spinach,26620,Peach Pear Flavored Sparkling Water,7
42768,Organic Garbanzo Beans,26620,Peach Pear Flavored Sparkling Water,7
42768,Organic Garbanzo Beans,44987,Heavy Whipping Cream,7
5479,Italian Sparkling Mineral Water,21288,Blackberries,7
5479,Italian Sparkling Mineral Water,47672,Uncured Hickory Smoked Sunday Bacon,7
14947,Pure Sparkling Water,21288,Blackberries,7
14947,Pure Sparkling Water,46654,Organic Grade A Large Brown Eggs,7
42828,Whipped Cream Cheese,35939,Organic Jalapeno Pepper,7
42828,Whipped Cream Cheese,31683,Original No Pulp 100% Florida Orange Juice,7
42828,Whipped Cream Cheese,23288,Distilled Water,7
21288,Blackberries,46802,Pineapple Chunks,7
21288,Blackberries,23734,Sour Cream,7
21288,Blackberries,43122,Organic Bartlett Pear,7
21288,Blackberries,8859,Natural Spring Water,7
21288,Blackberries,890,Organic Diced Tomatoes,7
21288,Blackberries,31683,Original No Pulp 100% Florida Orange Juice,7
46802,Pineapple Chunks,6046,Boneless Skinless Chicken Breast,7
46802,Pineapple Chunks,1940,Organic 2% Reduced Fat Milk,7
17948,Frozen Organic Wild Blueberries,47672,Uncured Hickory Smoked Sunday Bacon,7
17948,Frozen Organic Wild Blueberries,44910,Organic Spring Mix Salad,7
17948,Frozen Organic Wild Blueberries,4562,English Seedless Cucumber,7
10246,Organic Celery Hearts,40310,Oven Roasted Turkey Breast,7
10246,Organic Celery Hearts,15937,Shallot,7
43772,Cherubs Heavenly Salad Tomatoes,8859,Natural Spring Water,7
43772,Cherubs Heavenly Salad Tomatoes,43768,Organic Bell Pepper,7
43772,Cherubs Heavenly Salad Tomatoes,38383,Organic White Onions,7
43772,Cherubs Heavenly Salad Tomatoes,18523,Total 2% All Natural Greek Strained Yogurt with Honey,7
43772,Cherubs Heavenly Salad Tomatoes,41290,Lemonade,7
23734,Sour Cream,13870,Lightly Salted Baked Snap Pea Crisps,7
23734,Sour Cream,36695,Organic Hothouse Cucumbers,7
23734,Sour Cream,46654,Organic Grade A Large Brown Eggs,7
23734,Sour Cream,47672,Uncured Hickory Smoked Sunday Bacon,7
13870,Lightly Salted Baked Snap Pea Crisps,1940,Organic 2% Reduced Fat Milk,7
13870,Lightly Salted Baked Snap Pea Crisps,46654,Organic Grade A Large Brown Eggs,7
13870,Lightly Salted Baked Snap Pea Crisps,35939,Organic Jalapeno Pepper,7
13870,Lightly Salted Baked Snap Pea Crisps,15937,Shallot,7
39475,Total Greek Strained Yogurt,31683,Original No Pulp 100% Florida Orange Juice,7
8859,Natural Spring Water,43768,Organic Bell Pepper,7
8859,Natural Spring Water,26620,Peach Pear Flavored Sparkling Water,7
8859,Natural Spring Water,40310,Oven Roasted Turkey Breast,7
8859,Natural Spring Water,31683,Original No Pulp 100% Florida Orange Juice,7
8859,Natural Spring Water,18523,Total 2% All Natural Greek Strained Yogurt with Honey,7
43768,Organic Bell Pepper,44987,Heavy Whipping Cream,7
43768,Organic Bell Pepper,41290,Lemonade,7
42342,Roasted Turkey Breast,30450,Creamy Almond Butter,7
42342,Roasted Turkey Breast,890,Organic Diced Tomatoes,7
36695,Organic Hothouse Cucumbers,26620,Peach Pear Flavored Sparkling Water,7
36695,Organic Hothouse Cucumbers,21019,Roasted Red Pepper Hummus,7
36695,Organic Hothouse Cucumbers,41290,Lemonade,7
32864,Organic Baby Rainbow Carrots,38456,Large Grapefruit,7
32864,Organic Baby Rainbow Carrots,18523,Total 2% All Natural Greek Strained Yogurt with Honey,7
40310,Oven Roasted Turkey Breast,38456,Large Grapefruit,7
40310,Oven Roasted Turkey Breast,23288,Distilled Water,7
40310,Oven Roasted Turkey Breast,13629,Organic Snipped Green Beans,7
44987,Heavy Whipping Cream,35939,Organic Jalapeno Pepper,7
46654,Organic Grade A Large Brown Eggs,41290,Lemonade,7
30776,Organic Raw Kombucha Gingerade,38383,Organic White Onions,7
30450,Creamy Almond Butter,47672,Uncured Hickory Smoked Sunday Bacon,7
38383,Organic White Onions,13629,Organic Snipped Green Beans,7
38456,Large Grapefruit,31683,Original No Pulp 100% Florida Orange Juice,7
38456,Large Grapefruit,15937,Shallot,7
