{Cantaloupe, Bag of Organic Bananas, Organic Raspberries, Organic Cucumber} => {Organic Strawberries}: 0.750
{Cantaloupe, Organic Strawberries, Organic Raspberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.800
{Organic Roma Tomato, Organic Grape Tomatoes, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Lemon, Organic Roma Tomato, Organic Cucumber} => {Bag of Organic Bananas}: 0.741
{Organic Yellow Onion, Organic Roma Tomato, Large Lemon} => {Organic Garlic}: 0.708
{Broccoli Crown, Organic Baby Spinach, Organic Basil} => {Organic Zucchini}: 0.909
{Broccoli Crown, Organic Basil, Organic Zucchini} => {Organic Baby Spinach}: 0.769
{Organic Cilantro, Organic Basil, Organic Ginger Root} => {Limes}: 0.706
{Organic Yellow Onion, Organic Garlic, Organic Cilantro, Organic Basil} => {Limes}: 0.833
{Organic Red Onion, Limes, Fresh Ginger Root, Large Lemon} => {Organic Avocado}: 0.769
{Organic Red Onion, Fresh Ginger Root, Large Lemon, Organic Avocado} => {Limes}: 0.714
{100% Raw Coconut Water, Organic Carrot Bunch, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{100% Raw Coconut Water, Apple Honeycrisp Organic, Organic Strawberries} => {Bag of Organic Bananas}: 0.846
{100% Raw Coconut Water, Organic Raspberries, Michigan Organic Kale} => {Bag of Organic Bananas}: 0.833
{100% Raw Coconut Water, Organic Strawberries, Asparagus} => {Bag of Organic Bananas}: 0.733
{100% Raw Coconut Water, Organic Navel Orange, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{100% Raw Coconut Water, Organic Tomato Cluster, Organic Ginger Root} => {Bag of Organic Bananas}: 0.909
{100% Raw Coconut Water, Organic Strawberries, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.778
{100% Raw Coconut Water, Organic Raspberries, Organic Ginger Root} => {Bag of Organic Bananas}: 0.846
{100% Raw Coconut Water, Organic Ginger Root, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.765
{100% Raw Coconut Water, Organic Yellow Onion, Organic Cilantro} => {Bag of Organic Bananas}: 0.714
{100% Raw Coconut Water, Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{100% Raw Coconut Water, Organic Lemon, Bag of Organic Bananas, Organic Raspberries} => {Organic Hass Avocado}: 0.714
{100% Raw Coconut Water, Organic Lemon, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{100% Raw Coconut Water, Organic Strawberries, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.731
{Organic Sticks Low Moisture Part Skim Mozzarella String Cheese, Organic Navel Orange, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Sticks Low Moisture Part Skim Mozzarella String Cheese, Organic Yellow Onion, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Sticks Low Moisture Part Skim Mozzarella String Cheese, Organic Baby Spinach, Organic Cucumber} => {Organic Strawberries}: 0.722
{Organic Navel Orange, Organic Garlic, Organic Baby Broccoli} => {Bag of Organic Bananas}: 0.909
{Organic Navel Orange, Organic Baby Broccoli, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.722
{Organic Large Extra Fancy Fuji Apple, Organic Baby Broccoli, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.700
{Organic Strawberries, Organic Cucumber, Organic Baby Broccoli, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Strawberries, Organic Raspberries, Organic Baby Broccoli, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Broccoli Florets, Organic Raspberries, Organic Kiwi} => {Organic Strawberries}: 0.714
{Organic Red Bell Pepper, Organic Spring Mix, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Strawberries, Organic Spring Mix, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.722
{Yellow Onions, Granny Smith Apples, Strawberries} => {Banana}: 0.769
{Russet Potato, Banana, Organic Cucumber} => {Large Lemon}: 0.714
{Russet Potato, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Russet Potato, Organic Baby Spinach, Honeycrisp Apple} => {Banana}: 0.769
{Russet Potato, Honeycrisp Apple, Organic Avocado} => {Banana}: 0.706
{Organic Reduced Fat 2% Milk, Sparkling Lemon Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.714
{Organic Reduced Fat 2% Milk, Lime Sparkling Water, Sparkling Water Grapefruit} => {Sparkling Lemon Water}: 0.714
{Yellow Onions, Green Onions, Banana, Limes} => {Bunched Cilantro}: 0.714
{Yellow Onions, Green Onions, Banana, Bunched Cilantro} => {Limes}: 0.714
{Broccoli Crown, Feta Cheese Crumbles, Organic Avocado} => {Banana}: 0.778
{Organic Cucumber, Organic Blueberries, Feta Cheese Crumbles} => {Organic Strawberries}: 0.714
{Organic Cucumber, Feta Cheese Crumbles, Organic Baby Carrots} => {Organic Strawberries}: 0.714
{Broccoli Crown, Unsweetened Original Almond Breeze Almond Milk, Large Lemon} => {Banana}: 0.769
{Organic Baby Spinach, Unsweetened Original Almond Breeze Almond Milk, Large Lemon, Organic Avocado} => {Banana}: 0.714
{Bag of Organic Bananas, Pure Irish Butter, Organic Granny Smith Apple} => {Organic Strawberries}: 0.714
{Organic Strawberries, Pure Irish Butter, Organic Granny Smith Apple} => {Bag of Organic Bananas}: 0.714
{Broccoli Crown, Pure Irish Butter, Organic Avocado} => {Banana}: 0.714
{Organic Lemon, Pure Irish Butter, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.846
{Organic Lemon, Organic Baby Spinach, Pure Irish Butter} => {Bag of Organic Bananas}: 0.769
{Organic Yellow Onion, "Clementines, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.833
{Organic Large Extra Fancy Fuji Apple, "Clementines, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.722
{"Clementines, Organic Cucumber, Organic Hass Avocado} => {Organic Strawberries}: 0.733
{Strawberries, Banana, Limes, "Clementines} => {Large Lemon}: 0.769
{Strawberries, Limes, "Clementines, Large Lemon} => {Banana}: 0.909
{Limes, "Clementines, Large Lemon} => {Banana}: 0.704
{Strawberries, "Clementines, Large Lemon} => {Banana}: 0.714
{Strawberries, "Clementines, Organic Avocado} => {Banana}: 0.824
{Organic Large Extra Fancy Fuji Apple, Grape White/Green Seedless, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Whole String Cheese, Organic Raspberries, Grape White/Green Seedless} => {Organic Strawberries}: 0.800
{Organic Lemon, Organic Raspberries, Grape White/Green Seedless} => {Bag of Organic Bananas}: 0.733
{Organic Lemon, Grape White/Green Seedless, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Zucchini, Grape White/Green Seedless, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.722
{Organic Reduced Fat 2% Milk, Organic D'Anjou Pears, Organic Raspberries} => {Organic Strawberries}: 0.714
{Organic Reduced Fat 2% Milk, Organic Whole String Cheese, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Reduced Fat 2% Milk, Organic Red Onion, Organic Cucumber} => {Bag of Organic Bananas}: 0.714
{Organic Reduced Fat 2% Milk, Organic Red Onion, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Reduced Fat 2% Milk, Organic Grape Tomatoes, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Reduced Fat 2% Milk, Organic Large Extra Fancy Fuji Apple, Organic Baby Spinach} => {Bag of Organic Bananas}: 0.714
{Organic Reduced Fat 2% Milk, Original Hummus, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Reduced Fat 2% Milk, Organic Lemon, Organic Strawberries} => {Bag of Organic Bananas}: 0.720
{Organic Reduced Fat 2% Milk, Organic Yellow Onion, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Lemon, Organic Black Beans, Organic Kiwi} => {Bag of Organic Bananas}: 1.000
{Organic Black Beans, Organic Cucumber, Organic Kiwi} => {Bag of Organic Bananas}: 0.714
{Organic Baby Arugula, Organic Black Beans, Organic Cucumber} => {Bag of Organic Bananas}: 0.857
{Organic Baby Arugula, Organic Black Beans, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Whole String Cheese, Organic Black Beans, Organic Cucumber} => {Organic Strawberries}: 0.857
{Organic Strawberries, Organic Black Beans, Organic Unsweetened Almond Milk} => {Bag of Organic Bananas}: 0.733
{Organic Baby Spinach, Organic Black Beans, Organic Unsweetened Almond Milk} => {Bag of Organic Bananas}: 0.714
{Organic Black Beans, Organic Unsweetened Almond Milk, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.727
{Organic Large Extra Fancy Fuji Apple, Organic Strawberries, Organic Black Beans, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Bag of Organic Bananas, Organic Black Beans, Organic Grape Tomatoes, Organic Hass Avocado} => {Organic Baby Spinach}: 0.714
{Organic Baby Spinach, Organic Black Beans, Organic Grape Tomatoes, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.909
{Organic Baby Spinach, Organic Black Beans, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Red Onion, Banana, Limes, Organic Black Beans} => {Organic Avocado}: 0.769
{Organic Red Onion, Organic Black Beans, Organic Cilantro, Organic Avocado} => {Limes}: 0.769
{Broccoli Crown, Organic Strawberries, Hass Avocado} => {Large Lemon}: 0.750
{Broccoli Crown, Limes, Hass Avocado} => {Large Lemon}: 0.882
{Organic Broccoli, Organic Strawberries, Uncured Genoa Salami} => {Bag of Organic Bananas}: 0.733
{Organic Broccoli, Uncured Genoa Salami, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Broccoli, Large Alfresco Eggs, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.773
{Organic Broccoli, Bag of Organic Bananas, Organic Tomato Cluster} => {Organic Hass Avocado}: 0.700
{Organic Broccoli, Organic Baby Arugula, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.812
{Organic Broccoli, Organic Whole Milk, Original Hummus} => {Bag of Organic Bananas}: 0.786
{Organic Broccoli, Organic Raspberries, Organic Kiwi} => {Organic Strawberries}: 0.733
{Organic Broccoli, Organic Strawberries, Honeycrisp Apple} => {Bag of Organic Bananas}: 0.750
{Organic Navel Orange, Organic Broccoli, Organic D'Anjou Pears} => {Bag of Organic Bananas}: 1.000
{Organic Navel Orange, Organic Broccoli, Organic Baby Carrots} => {Bag of Organic Bananas}: 0.833
{Organic Navel Orange, Organic Broccoli, Organic Garlic} => {Bag of Organic Bananas}: 0.867
{Organic Navel Orange, Organic Broccoli, Organic Cucumber} => {Bag of Organic Bananas}: 0.933
{Organic Navel Orange, Organic Red Onion, Organic Broccoli} => {Bag of Organic Bananas}: 0.812
{Organic Lemon, Organic Navel Orange, Organic Broccoli, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.917
{Organic Lemon, Organic Navel Orange, Organic Broccoli, Organic Strawberries} => {Bag of Organic Bananas}: 0.846
{Organic Broccoli, Organic Whole String Cheese, Organic Garlic} => {Bag of Organic Bananas}: 0.909
{Organic Broccoli, Organic Strawberries, Organic Whole String Cheese, Organic Whole Milk} => {Bag of Organic Bananas}: 0.769
{Organic Lemon, Organic Broccoli, Organic Carrot Bunch} => {Bag of Organic Bananas}: 0.769
{Organic Broccoli, Bag of Organic Bananas, Organic D'Anjou Pears, Organic Raspberries} => {Organic Hass Avocado}: 0.733
{Organic Broccoli, Organic D'Anjou Pears, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.846
{Organic Lemon, Organic Broccoli, Organic Red Bell Pepper} => {Bag of Organic Bananas}: 0.714
{Organic Broccoli, Organic Red Bell Pepper, Organic Garlic} => {Bag of Organic Bananas}: 0.727
{Organic Broccoli, Organic Red Bell Pepper, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.917
{Organic Broccoli, Organic Red Bell Pepper, Organic Yellow Onion, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.909
{Organic Lemon, Organic Broccoli, Organic Gala Apples} => {Bag of Organic Bananas}: 0.833
{Organic Broccoli, Organic Strawberries, Organic Baby Spinach, Organic Gala Apples} => {Bag of Organic Bananas}: 0.733
{Organic Broccoli, Organic Blueberries, Organic Grape Tomatoes} => {Organic Strawberries}: 0.750
{Organic Broccoli, Organic Strawberries, Organic Grape Tomatoes, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.765
{Organic Lemon, Organic Broccoli, Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}: 0.824
{Organic Broccoli, Bag of Organic Bananas, Organic Large Extra Fancy Fuji Apple, Organic Cucumber} => {Organic Strawberries}: 0.857
{Organic Broccoli, Organic Large Extra Fancy Fuji Apple, Organic Strawberries, Organic Cucumber} => {Bag of Organic Bananas}: 1.000
{Organic Broccoli, Organic Large Extra Fancy Fuji Apple, Organic Baby Spinach, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.909
{Organic Broccoli, Organic Large Extra Fancy Fuji Apple, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.917
{Organic Broccoli, Organic Large Extra Fancy Fuji Apple, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Lemon, Organic Broccoli, Organic Strawberries, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.714
{Organic Lemon, Organic Broccoli, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.857
{Organic Lemon, Organic Broccoli, Organic Strawberries, Organic Raspberries} => {Bag of Organic Bananas}: 0.733
{Organic Lemon, Organic Broccoli, Organic Garlic, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.833
{Organic Lemon, Organic Broccoli, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.765
{Organic Lemon, Organic Broccoli, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.711
{Organic Broccoli, Bag of Organic Bananas, Organic Raspberries, Organic Blueberries} => {Organic Strawberries}: 0.882
{Organic Broccoli, Limes, Organic Whole Milk} => {Bag of Organic Bananas}: 0.769
{Organic Broccoli, Organic Baby Carrots, Organic Zucchini} => {Bag of Organic Bananas}: 0.733
{Organic Broccoli, Organic Raspberries, Organic Baby Carrots} => {Bag of Organic Bananas}: 0.778
{Organic Broccoli, Organic Yellow Onion, Organic Garlic, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Broccoli, Organic Strawberries, Organic Garlic, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Broccoli, Organic Strawberries, Organic Baby Spinach, Large Lemon} => {Bag of Organic Bananas}: 0.714
{Organic Broccoli, Bag of Organic Bananas, Organic Whole Milk, Organic Hass Avocado} => {Organic Strawberries}: 0.700
{Organic Broccoli, Bag of Organic Bananas, Organic Strawberries, Organic Yellow Onion, Organic Raspberries} => {Organic Hass Avocado}: 0.769
{Organic Broccoli, Bag of Organic Bananas, Organic Yellow Onion, Organic Raspberries, Organic Hass Avocado} => {Organic Strawberries}: 0.714
{Organic Broccoli, Organic Strawberries, Organic Yellow Onion, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.909
{Organic Broccoli, Bag of Organic Bananas, Organic Yellow Onion, Organic Raspberries} => {Organic Hass Avocado}: 0.737
{Organic Broccoli, Organic Yellow Onion, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.778
{Organic Broccoli, Organic Strawberries, Organic Yellow Onion, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.727
{Organic Broccoli, Organic Baby Spinach, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.786
{Organic Broccoli, Organic Strawberries, Organic Baby Spinach, Organic Raspberries} => {Bag of Organic Bananas}: 0.750
{Organic Broccoli, Organic Strawberries, Organic Cucumber, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.727
{Organic Cucumber, Grated Parmesan, Organic Ginger Root} => {Organic Baby Spinach}: 0.769
{Grated Parmesan, Organic Gala Apples, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Yellow Onion, Organic Raspberries, Grated Parmesan} => {Bag of Organic Bananas}: 0.706
{Organic Garlic, Organic Raspberries, Grated Parmesan} => {Bag of Organic Bananas}: 0.765
{Organic Baby Spinach, Organic Cucumber, Grated Parmesan, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Strawberries, Grated Parmesan, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Carrot Bunch, Organic Unsweetened Almond Milk, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.923
{Bag of Organic Bananas, Organic Carrot Bunch, Organic D'Anjou Pears, Organic Raspberries} => {Organic Hass Avocado}: 1.000
{Organic Carrot Bunch, Organic Strawberries, Organic D'Anjou Pears, Organic Raspberries} => {Organic Hass Avocado}: 0.769
{Organic Carrot Bunch, Organic Cucumber, Organic Gala Apples} => {Bag of Organic Bananas}: 0.733
{Organic Carrot Bunch, Organic Strawberries, Organic Gala Apples, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Carrot Bunch, Organic Gala Apples, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Carrot Bunch, Michigan Organic Kale, Organic Italian Parsley Bunch} => {Bag of Organic Bananas}: 0.733
{Organic Carrot Bunch, Organic Strawberries, Organic Tomato Cluster, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Carrot Bunch, Limes, Organic Whole Milk} => {Large Lemon}: 0.714
{Organic Lemon, Organic Carrot Bunch, Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 0.833
{Organic Carrot Bunch, Organic Large Extra Fancy Fuji Apple, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.800
{Organic Lemon, Organic Red Onion, Bag of Organic Bananas, Organic Carrot Bunch} => {Organic Hass Avocado}: 0.714
{Organic Lemon, Organic Red Onion, Organic Carrot Bunch, Organic Hass Avocado} => {Bag of Organic Bananas}: 1.000
{Organic Lemon, Organic Carrot Bunch, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.867
{Organic Lemon, Organic Carrot Bunch, Organic Strawberries, Organic Raspberries} => {Bag of Organic Bananas}: 0.867
{Organic Lemon, Organic Carrot Bunch, Organic Cucumber, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Lemon, Bag of Organic Bananas, Organic Carrot Bunch, Organic Cucumber} => {Organic Strawberries}: 0.722
{Organic Lemon, Organic Carrot Bunch, Organic Strawberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.722
{Organic Lemon, Organic Carrot Bunch, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.760
{Organic Carrot Bunch, Organic Cucumber, Organic Small Bunch Celery, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Carrot Bunch, Organic Strawberries, Organic Garlic, Organic Cucumber} => {Bag of Organic Bananas}: 0.714
{Organic Carrot Bunch, Organic Strawberries, Organic Baby Spinach, Organic Cucumber} => {Bag of Organic Bananas}: 0.706
{Organic Carrot Bunch, Organic Strawberries, Organic Cucumber, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Carrot Bunch, Organic Strawberries, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.786
{Organic Carrot Bunch, Organic Strawberries, Organic Baby Spinach, Organic Zucchini} => {Bag of Organic Bananas}: 0.733
{Bag of Organic Bananas, Organic Carrot Bunch, Organic Raspberries, Organic Small Bunch Celery} => {Organic Hass Avocado}: 0.714
{Organic Carrot Bunch, Organic Raspberries, Organic Small Bunch Celery, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.833
{Organic Carrot Bunch, Organic Strawberries, Organic Small Bunch Celery, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Limes, Organic Lacinato (Dinosaur) Kale, Bunched Cilantro} => {Large Lemon}: 0.750
{Seedless Red Grapes, Organic Lacinato (Dinosaur) Kale, Large Lemon} => {Banana}: 0.769
{Organic Yellow Onion, Organic Lacinato (Dinosaur) Kale, Organic Kiwi} => {Bag of Organic Bananas}: 0.714
{Organic Lacinato (Dinosaur) Kale, Organic Italian Parsley Bunch, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.786
{Organic Navel Orange, Organic Lacinato (Dinosaur) Kale, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Baby Spinach, Organic Lacinato (Dinosaur) Kale, Organic Raspberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.786
{Organic Baby Spinach, Organic Lacinato (Dinosaur) Kale, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.800
{Organic Baby Spinach, Organic Yellow Onion, Organic Lacinato (Dinosaur) Kale, Organic Zucchini} => {Bag of Organic Bananas}: 0.833
{Organic Yellow Onion, Organic Lacinato (Dinosaur) Kale, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.846
{Organic Baby Spinach, Organic Lacinato (Dinosaur) Kale, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.917
{Organic Lemon, Organic Strawberries, Organic Yellow Onion, Organic Lacinato (Dinosaur) Kale} => {Bag of Organic Bananas}: 0.833
{Organic Baby Spinach, Organic Lacinato (Dinosaur) Kale, Organic Cucumber, Large Lemon} => {Limes}: 0.714
{100% Whole Wheat Bread, Organic Grade A Free Range Large Brown Eggs, Organic Strawberries} => {Bag of Organic Bananas}: 0.765
{Organic Grade A Free Range Large Brown Eggs, Original Hummus, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Grade A Free Range Large Brown Eggs, Organic Strawberries, Organic Raspberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.733
{Uncured Genoa Salami, Organic Raspberries, Organic Blueberries} => {Organic Strawberries}: 0.714
{Organic Lemon, Uncured Genoa Salami, Organic Granny Smith Apple} => {Organic Raspberries}: 0.786
{Uncured Genoa Salami, Organic Raspberries, Organic Granny Smith Apple} => {Organic Lemon}: 0.786
{Organic Lemon, Bag of Organic Bananas, Uncured Genoa Salami, Organic Raspberries} => {Organic Strawberries}: 0.714
{Organic Lemon, Organic Strawberries, Uncured Genoa Salami, Organic Raspberries} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, Uncured Genoa Salami, Organic Raspberries, Organic Cucumber} => {Organic Strawberries}: 0.733
{Organic Strawberries, Uncured Genoa Salami, Organic Raspberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.846
{Organic Strawberries, Uncured Genoa Salami, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.789
{Strawberries, Sparkling Natural Mineral Water, Large Lemon} => {Banana}: 0.833
{Yellow Onions, Seedless Red Grapes, Orange Bell Pepper} => {Banana}: 0.917
{Orange Bell Pepper, Limes, Honeycrisp Apple} => {Banana}: 0.733
{Yellow Onions, Orange Bell Pepper, Organic Zucchini, Organic Avocado} => {Banana}: 0.909
{Yellow Onions, Orange Bell Pepper, Organic Zucchini, Large Lemon} => {Banana}: 1.000
{Orange Bell Pepper, Organic Zucchini, Large Lemon, Organic Avocado} => {Banana}: 0.917
{Lime Sparkling Water, Organic Kiwi, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.909
{Unsweetened Almondmilk, Organic Raspberries, Organic Kiwi} => {Bag of Organic Bananas}: 0.786
{Jalapeno Peppers, Organic Garlic, Organic Kiwi} => {Organic Strawberries}: 0.846
{Organic Strawberries, Organic Kiwi, Organic Half & Half} => {Bag of Organic Bananas}: 0.733
{Original Hummus, Organic Kiwi, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.765
{Organic Unsweetened Almond Milk, Organic Kiwi, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Navel Orange, Organic Italian Parsley Bunch, Organic Kiwi} => {Bag of Organic Bananas}: 0.769
{Carrots, Organic Blueberries, Organic Kiwi} => {Bag of Organic Bananas}: 0.714
{Carrots, Organic Kiwi, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.722
{Organic Raspberries, Organic Kiwi, Organic Small Bunch Celery} => {Bag of Organic Bananas}: 0.700
{Organic Kiwi, Organic Tomato Cluster, Large Lemon} => {Organic Strawberries}: 0.769
{Organic Blueberries, Organic Kiwi, Organic Tomato Cluster} => {Organic Strawberries}: 0.769
{Fresh Cauliflower, Organic Kiwi, Organic Tomato Cluster} => {Organic Strawberries}: 0.800
{Bag of Organic Bananas, Organic Raspberries, Organic Kiwi, Organic Tomato Cluster} => {Organic Strawberries}: 0.714
{Organic Strawberries, Organic Kiwi, Organic Tomato Cluster, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.722
{Seedless Red Grapes, Organic Blackberries, Organic Kiwi} => {Organic Strawberries}: 0.714
{Organic Blackberries, Organic Raspberries, Organic Kiwi} => {Organic Strawberries}: 0.727
{Organic Cilantro, Organic Kiwi, Organic Zucchini} => {Bag of Organic Bananas}: 0.722
{Organic Baby Spinach, Banana, Organic Cilantro, Organic Kiwi} => {Organic Avocado}: 0.769
{Organic Baby Spinach, Organic Cilantro, Organic Kiwi, Organic Avocado} => {Banana}: 0.833
{Banana, Organic Cilantro, Organic Kiwi, Organic Avocado} => {Organic Baby Spinach}: 0.714
{Organic Yellow Onion, Fresh Cauliflower, Organic Kiwi} => {Organic Strawberries}: 0.733
{Bag of Organic Bananas, Fresh Cauliflower, Organic Kiwi, Organic Zucchini} => {Organic Strawberries}: 0.786
{Bag of Organic Bananas, Organic Garlic, Fresh Cauliflower, Organic Kiwi} => {Organic Strawberries}: 0.917
{Organic Strawberries, Organic Garlic, Fresh Cauliflower, Organic Kiwi} => {Bag of Organic Bananas}: 0.733
{Fresh Cauliflower, Organic Raspberries, Organic Kiwi, Organic Hass Avocado} => {Organic Strawberries}: 0.714
{Bag of Organic Bananas, Fresh Cauliflower, Organic Raspberries, Organic Kiwi} => {Organic Strawberries}: 0.800
{Organic Red Bell Pepper, Bag of Organic Bananas, Organic Garlic, Organic Kiwi} => {Organic Yellow Onion}: 0.786
{Organic Red Bell Pepper, Organic Strawberries, Organic Garlic, Organic Kiwi} => {Bag of Organic Bananas}: 0.833
{Organic Red Bell Pepper, Organic Yellow Onion, Organic Garlic, Organic Kiwi} => {Bag of Organic Bananas}: 0.786
{Organic Red Bell Pepper, Organic Strawberries, Organic Yellow Onion, Organic Kiwi} => {Bag of Organic Bananas}: 0.714
{Organic Red Bell Pepper, Organic Cucumber, Organic Kiwi, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.917
{Organic Lemon, Organic Granny Smith Apple, Organic Kiwi} => {Bag of Organic Bananas}: 0.750
{Organic Yellow Onion, Organic Gala Apples, Organic Kiwi} => {Bag of Organic Bananas}: 0.786
{Organic Navel Orange, Organic Strawberries, Organic Cucumber, Organic Kiwi} => {Bag of Organic Bananas}: 0.833
{Organic Navel Orange, Organic Raspberries, Organic Kiwi, Organic Hass Avocado} => {Organic Strawberries}: 0.786
{Organic Navel Orange, Organic Strawberries, Organic Raspberries, Organic Kiwi} => {Bag of Organic Bananas}: 0.714
{Organic Navel Orange, Organic Strawberries, Organic Kiwi} => {Bag of Organic Bananas}: 0.717
{Organic Strawberries, Organic Yellow Onion, Organic Garlic, Organic Kiwi} => {Bag of Organic Bananas}: 0.722
{Organic Raspberries, Organic Kiwi, Organic Grape Tomatoes, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.833
